"","ID_WES2016","ID_BES","ID_WES2011","W8","W8core","W8_voteQssampleonly","starttime","endtime","split1","WES1","WES2","WES3","pi2","pi2a","pi2c","WES4","WES4_1","WES4_2","WES4_3","WES4_4","WES5","WES5_1","WES5_2","WES5_3","WES5_4","WES5_5","WES5_6","WES6","WES7","vb4","vb6","vb12","vb12ao","vb18","vb11a","vb11b","vb11bo","vb13","vb13o","vb14a","vb14ao","vb14b","vb14bo","vi13","vi13o","WES25","WES25b_1","WES25b_2","WES25b_3","WES25b_4","WES25b_5","WES25b_6","WES25b_7","WES25b_8","WES25bother","WES26","WES26aaa_1","WES26aaa_2","WES26aaa_3","WES26aaa_4","WES26aaa_5","WES26aaa_6","WES26aaa_7","WES26aaa_8","WES26aaa_9","WES26aaa_10","WES26aaa_11","WES26aaa_12","WES26bbb_1","WES26bbb_2","WES26bbb_3","WES26bbb_4","WES26bbb_5","WES26bbb_6","WES26bbb_7","WES26bbb_8","WES26bbb_9","WES26bbb_10","WES26bbb_11","WES26bbb_12","WES26ccc_1","WES26ccc_2","WES26ccc_3","WES26ccc_4","WES26ccc_5","WES26ccc_6","WES26ccc_7","WES26ccc_8","WES26ccc_9","WES26ccc_10","WES26ccc_11","WES26ccc_12","WES26ddd_1","WES26ddd_2","WES26ddd_3","WES26ddd_4","WES26ddd_5","WES26ddd_6","WES26ddd_7","WES26ddd_8","WES26ddd_9","WES26ddd_10","WES26ddd_11","WES26ddd_12","WES26eee_1","WES26eee_2","WES26eee_3","WES26eee_4","WES26eee_5","WES26eee_6","WES26eee_7","WES26eee_8","WES26eee_9","WES26eee_10","WES26eee_11","WES26eee_12","WES26fff_1","WES26fff_2","WES26fff_3","WES26fff_4","WES26fff_5","WES26fff_6","WES26fff_7","WES26fff_8","WES26fff_9","WES26fff_10","WES26fff_11","WES26fff_12","WES26ggg_1","WES26ggg_2","WES26ggg_3","WES26ggg_4","WES26ggg_5","WES26ggg_6","WES26ggg_7","WES26ggg_8","WES26ggg_9","WES26ggg_10","WES26ggg_11","WES26ggg_12","oe1","LE1","LE2","LE3","local","LE5","LE5o","LE6a","LE6b","issues_1","issues_2","issues_3","issues_4","issues_5","issues_6","issues_7","issues_8","issues_9","issues_10","issues_11","issues_12","issues_13","issues_14","issues_15","issues_16","ap3grid","ap3d","ap3e","ap3g","ap3i","ap3l","ap3a","ap3b","ap3m","ap3n","ap3o","approval","approval_1","approval_2","approval_3","approval_4","approval2","approval2_1","approval2_2","approval2_4","q10","q10a","q10b","q10c","WES33_1","WES33_2","WES33_3","WES33_4","WES33_5","WES33_6","WES33_7","WES33_8","WES33_9","e18","e18a","e18b","e18c","e18d","e18e","e18f","e18g","legknowledgegrid","legknow_1","legknow_2","legknow_3","legknow_4","legknow_5","legknow_6","legknow_7","legknow_8","legknow_9","legknow_10","legknow_11","legknow_12","legknow_13","WES21","WES22_1","WES22_2","WES22_3","WES22_4","Q13","Q33","WES23","WES24","WES30","WES31","WES27","WES27_1","WES27_2","WES27_3","WES27_4","WES27_5","WES27_6","WES28","WES28_1","WES28_2","WES28_3","WES28_4","WES28_5","WES28_6","WES28_7","WES28_8","WES29","WES29_1","WES29_2","WES29_3","WES29_4","WES40","WES41","WES42","WES43","WES44","WES45","WES45_1","WES45_2","WES45_3","WES45_4","WES45_5","WES46","WES46_1","WES46_2","WES46_3","WES46_4","WES46_5","WES47","WES47_1","WES47_2","WES47_3","WES47_4","WES48","WES50","WES51","WES51_1","WES51_2","WES51_3","WES51_4","WES51_5","WES51_6","WES52","WES52_1","WES52_2","WES52_3","WES52_4","WES52_5","WES52_6","WES52_7","WES52_8","WES53","WES53_1","WES53_2","WES53_3","WES53_4","WES53_5","WES53_6","WES53_7","WES53_8","WES54","WES55","WES56","WES57","WES58","WES58_1","WES58_2","WES58_3","WES58_4","WES58_5","WES58_6","WES59","WES59_1","WES59_2","WES59_3","WES59_4","WES59_5","WES59_6","WES59_7","WES59_8","WES60","WES60_1","WES60_2","WES60_3","WES61","WES62","WES62_1","WES62_2","WES62_3","WES62_4","WES62_5","WES62_6","WES62_7","WES63","WES70a_1","WES70a_2","WES70a_3","WES70a_4","WES70a_5","WES70a_6","WES70a_7","WES70a_8","WES70a_9","WES70a_10","WES70a_11","Q29o","e14","Q30o","WES71","Q36_2_1","Q36_2_2","Q36_2_3","Q36_2_6","Q36_2_7","Q36_2_4","Q36_2_5","Q36_2_14","Q36_2_15","Q36_2_16","knowBES","knowBES_1","knowBES_2","knowBES_3","knowBES_4","knowBES_5","knowBES_6","voted2017","pastvote_2017","voted2015","pastvote_2015","partyid_2017","welsh_constituency_vote_2016","welsh_list_vote_2016","politics_scale_profile_update","age","profile_education_age","profile_education_level","profile_ethnicity","profile_gender","profile_gross_household","profile_marital_stat","profile_newspaper_readership","profile_past_vote_2005","profile_past_vote_2010","xprofile_pcon_2010_new","xprofile_work_stat","political_attention","socgrade4","profile_religion","pastvote_EURef","bpcagegeneduc_w8","socgrade4_w8","threeway_attention_w8","Wales_pcon_w8","Vote2017_w8","EURef_w8","starttime_votingQs","endtime_votingQs","dpq1","dpq2","likelihood","q2","q2b","q3","likelihoodA","AVballot","avballot1_1","avballot2_1","avballot3_1","avballot4_1","avballot5_1","avballot6_1","avballot7_1","avballot8_1","avballot9_1","avballot10_1","avballot11_1","avballotdk_1","avballotdk_2","eu1","eu2"
"1482",5508,NA,NA,1.88375491747817,1.35791053707972,2.04882245264579,2017-07-01 11:41:50,2017-07-01 11:56:54,1,3,2,2,1,4,4,1,1,10,1,1,1,4,4,4,4,4,4,2,1,4,NA,2,"__NA__",3,"None",3,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,"Didn't register in time",NA,NA,NA,"__NA__",NA,NA,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,12,12,12,12,12,1,10,12,1,12,1,3,3,3,3,1,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,1,1,6,6,6,6,6,6,6,1,3,3,1,3,3,3,3,1,3,3,3,3,3,5,2,2,2,1,1,1,1,4,5,5,1,1,1,1,1,1,1,1,2,3,2,5,2,3,5,1,1,3,3,3,3,11,9,9,3,6,1,4,4,4,6,6,NA,NA,NA,NA,NA,NA,1,2,3,3,3,4,9,1,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,12,6,6,6,1,3,3,3,3,3,3,1,2,3,5,5,5,2,5,2,1,5,5,5,6,1,3,3,3,3,3,3,3,5,2,2,2,2,2,2,2,2,2,2,1,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,1,2,2,NA,97,7,9,8,37,3,9,12,1,7,2,2,1,1,543,6,6,4,3,3,7,4,2,3,2,3,2017-07-22 09:15:11,2017-07-22 09:16:45,2,NA,11,2,NA,2,11,1,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,2,2,1,1
"1483",3950,30983,NA,0.68653905197513,0.705465906982526,0.606073122890938,2017-06-29 15:27:50,2017-06-29 15:48:57,2,1,1,1,1,9,9,1,11,11,1,1,1,1,4,4,1,1,4,3,2,1,1,NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,1,1,"__NA__",NA,NA,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,8,11,1,1,9,6,9,1,12,1,2,4,2,5,1,1,3,5,1,3,3,1,2,1,2,2,1,2,1,2,2,1,5,1,1,2,5,5,5,1,1,2,1,1,2,2,2,2,2,2,1,2,2,5,2,2,2,1,3,5,1,1,2,2,1,1,1,2,2,2,2,1,4,1,2,3,1,5,5,1,1,4,3,4,2,11,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,1,7,1,1,1,1,2,1,2,3,11,1,11,1,1,11,1,1,1,2,3,3,3,1,1,1,1,1,3,4,3,3,1,2,2,4,12,1,1,1,1,2,4,2,2,5,5,1,4,3,2,3,2,4,4,2,1,2,2,2,11,1,1,1,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,98,1,9,1,4,3,4,57,3,18,1,1,17,2,6,2,2,563,1,11,NA,15,2,3,3,3,4,6,2,2017-07-22 09:15:12,2017-07-22 09:19:13,3,NA,11,3,NA,3,11,1,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2
"1484",1194,20083,NA,0.315019715205719,NA,0.271572993273689,2017-06-26 12:14:02,2017-06-26 14:29:18,1,1,1,1,1,8,11,1,11,1,11,11,1,1,1,1,2,1,4,3,2,4,NA,5,"__NA__",3,"Cheep labor imigration",8,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,5,2,"__NA__",NA,NA,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,6,1,4,6,4,1,9,1,8,6,1,4,2,2,5,1,4,4,5,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,5,2,4,2,5,5,1,1,2,1,2,1,2,2,1,2,2,1,2,2,3,2,2,2,1,2,5,5,4,4,1,1,1,1,1,1,2,1,1,4,1,4,3,2,3,4,2,1,3,2,3,4,6,3,4,1,2,1,4,2,2,11,6,NA,NA,NA,NA,NA,NA,1,2,1,3,1,3,11,1,1,7,1,10,1,5,1,5,5,5,5,1,2,2,1,1,3,4,2,5,2,5,1,5,1,2,2,2,1,2,5,1,1,5,4,1,4,4,3,4,4,3,4,3,1,3,2,4,11,1,5,1,4,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,3,2,1,3,1,2,1,6,1,6,2,4,6,2,68,1,19,1,1,11,1,16,3,7,541,5,10,2,1,2,1,2,3,6,4,2,2017-07-22 09:14:09,2017-07-22 09:19:46,4,NA,11,4,NA,6,11,1,NA,2,NA,3,NA,1,NA,4,NA,5,NA,2,2,2,2
"1485",3804,54335,NA,0.975372996377651,0.877859861309145,0.931974630268704,2017-06-26 15:50:50,2017-06-26 16:17:07,1,2,1,1,1,7,8,1,9,1,11,6,1,2,3,2,2,1,3,3,3,4,NA,1,"__NA__",5,"brexit",4,"__NA__",1,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,1,1,"__NA__",NA,NA,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,12,12,12,12,8,1,3,5,12,1,3,5,6,5,1,3,4,5,1,2,2,4,2,2,2,2,2,2,2,2,1,1,3,1,1,2,4,4,5,1,1,3,1,1,3,3,2,2,2,3,3,3,3,3,2,2,2,1,4,5,2,1,5,2,1,2,5,2,2,2,2,1,3,1,3,2,3,4,3,3,1,4,4,5,4,3,3,1,1,1,1,1,6,3,6,3,NA,NA,NA,NA,NA,NA,1,1,2,4,4,3,11,1,6,2,1,11,1,1,1,3,4,4,4,1,1,2,1,1,3,4,3,3,1,3,1,3,6,6,6,6,1,6,6,6,3,3,3,1,5,5,2,5,5,5,3,4,1,5,5,3,9,1,1,6,6,2,6,6,6,5,1,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,3,2,3,3,1,2,1,1,1,1,1,1,1,6,67,1,16,1,1,11,1,16,2,2,547,5,7,3,1,2,1,3,2,5,1,2,2017-07-22 09:17:06,2017-07-22 09:21:31,1,NA,11,1,NA,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2
"1486",3373,16499,NA,1.4189196001196,1.12968861400516,1.44383435613474,2017-06-25 19:29:34,2017-06-25 20:01:14,1,3,3,2,1,7,8,1,10,1,11,4,1,1,1,1,1,1,2,3,3,3,1,NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",NA,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,"Didn't like any party",NA,NA,NA,"__NA__",NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,5,5,3,1,7,4,2,4,12,1,3,3,4,5,1,3,3,5,1,3,3,3,2,1,2,1,2,2,2,2,2,1,5,3,3,5,3,5,5,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,5,3,2,5,1,2,2,2,2,2,2,1,4,2,4,2,3,3,3,4,1,4,3,4,3,3,3,3,5,1,1,1,4,2,7,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,10,1,8,7,3,11,6,12,1,6,3,3,5,2,1,1,1,1,3,3,3,3,1,3,1,3,5,3,5,4,1,3,3,2,3,3,3,1,5,5,2,4,4,2,4,4,1,5,5,4,7,1,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,1,1,1,6,2,2,9,4,57,3,7,1,1,11,2,16,3,11,566,1,5,3,2,2,3,3,2,6,1,2,2017-07-22 09:19:02,2017-07-22 09:22:31,8,NA,10,8,NA,14,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2
"1487",627,12395,NA,0.319669498583627,NA,0.280629925469748,2017-06-26 07:33:39,2017-06-26 08:03:00,1,2,1,1,1,9,10,1,11,11,3,9,1,2,1,2,2,1,3,1,2,4,NA,1,"__NA__",4,"Brexit",4,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,1,2,"__NA__",NA,NA,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,5,9,5,1,5,10,1,6,4,6,1,2,2,4,3,1,1,2,4,1,2,3,1,2,1,2,1,1,2,2,2,2,1,4,1,4,3,2,4,5,1,1,2,1,1,1,2,2,2,2,1,1,2,1,5,2,2,2,1,3,5,5,3,1,1,1,2,1,1,2,2,2,1,4,2,3,2,3,4,5,3,1,4,3,4,3,4,6,4,1,1,1,1,4,1,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,7,1,8,6,5,11,5,7,1,4,2,3,4,2,2,2,4,1,4,2,2,3,2,4,1,4,9,3,4,3,1,2,3,2,3,2,3,1,3,3,2,3,2,2,2,4,1,2,2,3,9,1,1,2,3,2,1,4,3,2,1,1,1,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,2,1,2,1,1,1,1,1,1,9,8,72,1,5,1,1,5,1,16,2,2,548,5,10,1,2,1,1,1,3,5,1,1,2017-07-22 09:17:55,2017-07-22 09:22:40,1,NA,11,1,NA,1,11,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,1
"1488",5243,NA,NA,0.379054638705188,0.561733044971276,0.352917148149693,2017-06-28 13:33:39,2017-06-28 14:05:03,2,2,1,1,1,7,10,1,11,1,11,9,1,1,1,3,1,1,1,3,3,4,NA,1,"__NA__",4,"ONLY PARTY COMMITTED TOCOMING OUT OF EU",4,"__NA__",3,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,1,5,"__NA__",NA,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,6,6,9,1,1,11,1,1,1,12,1,2,2,4,5,1,2,2,5,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,3,4,2,5,5,1,1,1,1,1,1,2,2,2,2,1,2,2,1,3,2,2,2,1,1,5,5,1,2,2,1,1,1,1,2,2,2,1,3,1,2,3,3,1,4,3,1,5,3,5,3,8,9,1,3,1,NA,NA,NA,NA,NA,NA,1,2,7,11,8,7,1,2,2,3,3,3,11,1,11,5,5,9,5,5,1,1,3,1,4,1,1,2,1,1,1,1,1,2,1,2,1,3,9,3,3,3,1,3,4,1,2,4,5,1,4,3,4,2,4,3,3,3,1,2,5,4,9,1,1,1,6,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,"__NA__",1,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,3,2,1,1,1,2,1,1,1,1,1,2,4,4,81,1,1,1,1,7,1,2,3,3,540,5,9,1,2,2,1,1,3,6,1,2,2017-07-22 09:17:40,2017-07-22 09:23:14,1,NA,11,1,NA,1,11,1,1,NA,NA,3,NA,2,NA,NA,NA,NA,NA,2,2,2,2
"1489",2086,32952,NA,0.519779991864627,0.732506016734149,0.462836866054257,2017-07-06 07:31:14,2017-07-06 07:57:23,1,1,1,1,1,8,9,1,10,1,10,6,1,1,1,1,1,1,1,3,2,4,NA,2,"__NA__",3,"REMAINING IN EUROPE",3,"__NA__",4,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",2,2,1,2,1,2,2,2,2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,4,4,"__NA__",NA,NA,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,11,1,11,4,1,6,7,5,1,8,1,2,1,3,2,1,2,2,2,1,4,1,1,1,1,2,1,2,2,2,2,2,1,4,2,3,2,5,5,5,1,1,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,1,1,5,5,3,2,1,1,2,1,2,2,2,2,1,1,1,2,1,4,2,5,1,1,4,1,3,2,6,2,1,1,2,1,4,6,1,10,1,NA,NA,NA,NA,NA,NA,1,2,2,3,2,1,6,1,11,4,1,11,1,1,1,1,2,1,1,2,1,1,5,1,2,1,3,1,2,1,2,1,1,5,5,5,1,5,1,4,5,2,1,1,1,1,1,1,2,2,4,1,1,4,2,4,1,1,1,1,1,1,1,5,1,3,1,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,3,1,2,1,2,2,2,9,2,70,3,11,1,1,17,1,16,3,3,545,5,11,1,6,1,1,1,3,4,2,1,2017-07-22 09:22:00,2017-07-22 09:25:26,2,NA,11,2,NA,2,11,1,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,2,2,1,1
"1490",5194,NA,NA,1.75019201705543,1.38022619728256,1.60584529886467,2017-07-02 12:41:32,2017-07-02 13:11:12,2,4,1,5,1,2,2,1,12,12,12,12,1,4,5,5,2,5,5,3,3,4,NA,2,"__NA__",2,"Working people",99,"__NA__",2,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",3,7,1,"__NA__",NA,NA,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,11,12,12,11,3,3,9,2,12,3,1,3,2,2,6,1,6,6,6,1,4,4,4,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,3,5,5,4,1,1,1,5,5,5,5,5,5,1,2,3,2,2,3,4,4,3,1,3,3,3,3,12,11,11,3,6,NA,NA,NA,NA,NA,NA,1,2,11,11,2,2,1,4,4,4,4,4,12,1,12,12,12,12,12,12,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,12,4,6,6,1,2,6,2,5,6,6,1,5,5,5,5,5,5,5,5,1,5,5,5,12,1,6,6,6,6,6,6,6,5,2,2,2,2,2,2,2,1,2,2,2,"__NA__",8,"__NA__",1,2,2,2,2,2,2,2,1,2,2,1,3,3,3,3,3,3,1,2,1,99,2,7,9,1,77,1,19,1,2,17,4,16,3,3,546,5,2,4,1,1,10,4,1,5,2,1,2017-07-22 09:24:30,2017-07-22 09:27:54,2,NA,11,8,NA,14,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
"1491",2261,33620,NA,0.583852654548105,NA,0.521794194637659,2017-06-24 11:32:07,2017-06-24 12:00:01,1,2,2,1,1,6,9,1,11,1,11,1,1,3,1,3,1,1,3,3,3,4,NA,1,"__NA__",4,"brexit.",4,"__NA__",3,"__NA__",NA,"__NA__",NA,"__NA__",2,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",4,"__NA__",4,1,3,"__NA__",NA,NA,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,10,1,1,4,10,1,1,6,1,1,2,3,3,5,1,2,3,5,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,3,1,3,2,5,5,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,5,5,1,1,2,1,1,1,1,2,2,2,1,5,1,5,2,4,5,5,2,1,3,2,3,2,6,6,3,1,2,1,1,1,6,6,1,NA,NA,NA,NA,NA,NA,1,1,2,3,1,3,11,1,11,1,1,11,1,1,1,5,5,5,5,1,1,1,1,1,1,3,3,3,1,5,1,5,9,2,1,1,1,2,4,1,2,4,4,1,4,4,4,3,4,4,4,3,1,2,4,4,11,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,"__NA__",1,"__NA__",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,1,1,2,1,1,1,6,1,4,6,6,69,2,19,1,1,2,5,16,2,2,570,5,9,4,3,2,1,4,3,5,1,2,2017-07-22 09:24:54,2017-07-22 09:28:47,1,NA,11,1,NA,1,11,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,2
